component_name	display_name	slug	service_category	subcategory	surface	availability	official_website	evidence_url	evidence_type	source_date	catalogue_status	logo_decision	notes
Payment / ID / streaming-subscriptions / viu	Viu Premium	viu	Streaming & Subscriptions	Streaming; entertainment voucher	GoPay Games; GoTagihan terms	GoPay app	https://www.viu.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Viu Premium; static terms also list VIU.
Payment / ID / streaming-subscriptions / iqiyi	iQIYI	iqiyi	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.iq.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists iQIYI.
Payment / ID / streaming-subscriptions / tiktok-live	TikTok Live Gift Card	tiktok-live	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.tiktok.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists TikTok Live Gift Card; do not use a social-app tile.
Payment / ID / streaming-subscriptions / poppo-live	Poppo Live	poppo-live	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.poppo.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists Poppo Live.
Payment / ID / streaming-subscriptions / idn-app	IDN App	idn-app	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.idn.app	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists IDN App; verify the canonical product mark.
Payment / ID / streaming-subscriptions / wetv	WeTV	wetv	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://wetv.vip	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists WeTV.
Payment / ID / streaming-subscriptions / bstation-bilibili	Bstation / Bilibili	bstation-bilibili	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.bilibili.tv	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists Bstation/Bilibili; choose the current regional brand lockup.
Payment / ID / streaming-subscriptions / bigo-live	Bigo Live	bigo-live	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.bigo.tv	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists Bigo Live; do not use an app-store tile.
Payment / ID / streaming-subscriptions / folaplay	Folaplay	folaplay	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://folaplay.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists Folaplay; verify canonical mark before fetch.
Payment / ID / streaming-subscriptions / chamet	Chamet	chamet	Streaming & Subscriptions	Entertainment voucher	GoPay Games	GoPay app	https://www.chamet.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games Entertainment catalogue lists Chamet; do not use an app-store tile.
Payment / ID / streaming-subscriptions / tinder	Tinder	tinder	Streaming & Subscriptions	Subscription	GoTagihan terms	GoPay app	https://www.tinder.com	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms; verify current in-app availability and direct GoPay billing.
Payment / ID / streaming-subscriptions / bein-sports-connect	beIN SPORTS CONNECT	bein-sports-connect	Streaming & Subscriptions	Subscription	GoTagihan terms	GoPay app	https://connect.beinsports.com	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms; verify current in-app availability.
Payment / ID / streaming-subscriptions / genflix	Genflix	genflix	Streaming & Subscriptions	Streaming	GoTagihan terms	GoPay app	https://www.genflix.co.id	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms; verify current in-app availability and current canonical mark.
Payment / ID / streaming-subscriptions / canva	Canva	canva	Streaming & Subscriptions	Subscription	GoPay payment article	GoPay app	https://www.canva.com	https://gopay.co.id/blog/metode-pembayaran-cadangan	current-official-article	2026-08-14	terms-only-review	review-source	A current GoPay article mentions subscription payments such as Canva; retain for app/payment-flow verification before import.
Payment / ID / streaming-subscriptions / goplay	GoPlay	goplay	Streaming & Subscriptions	Streaming	GoTagihan terms	GoPay app	-	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	legacy	exclude	Static terms name GoPlay, but the product is treated as a likely legacy entry pending current-app evidence; do not fetch yet.
Payment / ID / games-vouchers / mobile-legends	Mobile Legends: Bang Bang	mobile-legends	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://en.moonton.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Mobile Legends: Bang Bang; use the game brand, not a store tile.
Payment / ID / games-vouchers / free-fire	Free Fire	free-fire	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://ff.garena.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Free Fire.
Payment / ID / games-vouchers / free-fire-max	Free Fire MAX	free-fire-max	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://ff.garena.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Free Fire MAX as a separate product brand.
Payment / ID / games-vouchers / roblox	Roblox	roblox	Games & Vouchers	Voucher code	GoPay Games	GoPay app	https://www.roblox.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Roblox Voucher Code; denominations/SKUs are excluded.
Payment / ID / games-vouchers / magic-chess-go-go	Magic Chess: Go Go	magic-chess-go-go	Games & Vouchers	Mobile game	GoPay Games	GoPay app	-	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games catalogue lists Magic Chess: Go Go; verify canonical title mark before fetch.
Payment / ID / games-vouchers / pubg-mobile	PUBG Mobile	pubg-mobile	Games & Vouchers	Mobile game; voucher	GoPay Games	GoPay app	https://www.pubgmobile.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists PUBG Mobile and PUBG Mobile Voucher; one brand row covers both product surfaces.
Payment / ID / games-vouchers / genshin-impact	Genshin Impact	genshin-impact	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://www.hoyoverse.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Genshin Impact.
Payment / ID / games-vouchers / valorant	Valorant	valorant	Games & Vouchers	PC game	GoPay Games; GoTagihan terms	GoPay app	https://playvalorant.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Valorant; static terms also name it.
Payment / ID / games-vouchers / ea-sports-fc-mobile	EA SPORTS FC Mobile	ea-sports-fc-mobile	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://www.ea.com/games/ea-sports-fc/fc-mobile	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists EA SPORTS FC Mobile.
Payment / ID / games-vouchers / efootball	eFootball	efootball	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://www.konami.com/efootball	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists eFootball Powered by Google Play; use the eFootball mark, not Google Play branding.
Payment / ID / games-vouchers / honor-of-kings	Honor of Kings	honor-of-kings	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://www.honorofkings.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Honor of Kings.
Payment / ID / games-vouchers / blood-strike	Blood Strike	blood-strike	Games & Vouchers	Mobile game	GoPay Games	GoPay app	https://www.blood-strike.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Blood Strike.
Payment / ID / games-vouchers / football-master-2	Football Master 2	football-master-2	Games & Vouchers	Mobile game	GoPay Games	GoPay app	-	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games catalogue lists Football Master 2; verify canonical title mark before fetch.
Payment / ID / games-vouchers / football-dream-be-a-pro	Football Dream: Be A Pro	football-dream-be-a-pro	Games & Vouchers	Mobile game	GoPay Games	GoPay app	-	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games catalogue lists Football Dream: Be A Pro; verify canonical title mark before fetch.
Payment / ID / games-vouchers / point-blank	Point Blank	point-blank	Games & Vouchers	PC game; voucher cash	GoPay Games	GoPay app	https://pointblank.id	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Point Blank and Point Blank Voucher Cash; one brand row covers both.
Payment / ID / games-vouchers / league-of-legends-pc	League of Legends - PC	league-of-legends-pc	Games & Vouchers	PC game	GoPay Games	GoPay app	https://www.leagueoflegends.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists League of Legends - PC.
Payment / ID / games-vouchers / marvel-rivals	Marvel Rivals	marvel-rivals	Games & Vouchers	PC game	GoPay Games	GoPay app	https://www.marvelrivals.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Marvel Rivals.
Payment / ID / games-vouchers / steam	Steam	steam	Games & Vouchers	Voucher; Steam product	GoPay Games; GoTagihan terms	GoPay app	https://store.steampowered.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Steam Voucher Indonesia; static terms also name Steam. Denominations/SKUs are excluded.
Payment / ID / games-vouchers / google-play	Google Play (Indonesia)	google-play	Games & Vouchers	Voucher; app-store credit	GoPay Games; Direct GoPay integration; GoTagihan terms	Android-only	https://play.google.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Google Play Indonesia; direct GoPay help also documents Google Play payments. Use the Google Play brand mark, not an app-store screenshot/tile.
Payment / ID / games-vouchers / psn	PlayStation / PSN	psn	Games & Vouchers	Voucher	GoPay Games; GoTagihan terms	GoPay app	https://www.playstation.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists PSN Voucher Indonesia; static terms name PlayStation Store Gift Cards.
Payment / ID / games-vouchers / garena-shell	Garena Shell	garena-shell	Games & Vouchers	Voucher	GoPay Games	GoPay app	https://www.garena.co.id	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Garena Shell; verify the current Indonesia wordmark.
Payment / ID / games-vouchers / nintendo-eshop-card	Nintendo eShop Card (US)	nintendo-eshop-card	Games & Vouchers	Voucher	GoPay Games	GoPay app	https://www.nintendo.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Nintendo eShop Card (US); region is product metadata, not a separate component.
Payment / ID / games-vouchers / geforce-now	GeForce NOW	geforce-now	Games & Vouchers	Cloud gaming voucher	GoPay Games	GoPay app	https://www.nvidia.com/en-us/geforce-now/	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists GeForce NOW.
Payment / ID / games-vouchers / megaxus-micash	Megaxus Mi-Cash	megaxus-micash	Games & Vouchers	Voucher	GoPay Games	GoPay app	https://www.megaxus.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists Megaxus Mi-Cash voucher.
Payment / ID / games-vouchers / xbox-usa	XBOX (USA)	xbox-usa	Games & Vouchers	Voucher	GoPay Games	GoPay app	https://www.xbox.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists XBOX (USA); region is product metadata, not a separate component.
Payment / ID / games-vouchers / pc-game-pass	PC Game Pass	pc-game-pass	Games & Vouchers	Subscription voucher	GoPay Games	GoPay app	https://www.xbox.com/xbox-game-pass	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Games catalogue lists PC Game Pass; use the current Xbox/Game Pass lockup.
Payment / ID / games-vouchers / dark-souls-iii	Dark Souls III Steam CD Keys	dark-souls-iii	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://store.steampowered.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; source a clean title mark only if it remains legible at 40x40.
Payment / ID / games-vouchers / battlefield-6	Battlefield 6	battlefield-6	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://www.ea.com/games/battlefield	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; do not use a cover screenshot.
Payment / ID / games-vouchers / battlefield-v	Battlefield V	battlefield-v	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://www.ea.com/games/battlefield/battlefield-5	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; do not use a cover screenshot.
Payment / ID / games-vouchers / battlefield-1	Battlefield 1	battlefield-1	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://www.ea.com/games/battlefield/battlefield-1	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; do not use a cover screenshot.
Payment / ID / games-vouchers / battlefield-4	Battlefield 4	battlefield-4	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://www.ea.com/games/battlefield/battlefield-4	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; do not use a cover screenshot.
Payment / ID / games-vouchers / demon-slayer-hinokami	Demon Slayer - Kimetsu no Yaiba - The Hinokami Chronicles	demon-slayer-hinokami	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://www.sega.com/demon-slayer-kimetsu-no-yaiba-the-hinokami-chronicles	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; source a clean title mark only if it remains legible at 40x40.
Payment / ID / games-vouchers / f1-manager-2024	F1 Manager 2024	f1-manager-2024	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://www.f1manager.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; source a clean title mark only if it remains legible at 40x40.
Payment / ID / games-vouchers / dead-by-daylight	Dead by Daylight	dead-by-daylight	Games & Vouchers	Steam game product	GoPay Games	GoPay app	https://deadbydaylight.com	https://gopay.co.id/games	live-catalog	2026-08-14	confirmed-current	review-source	Current GoPay Games Steam Game catalogue lists this product; source a clean title mark only if it remains legible at 40x40.
Payment / ID / games-vouchers / gemscool	Gemscool	gemscool	Games & Vouchers	Legacy game voucher	GoTagihan terms	GoPay app	-	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	legacy	exclude	Static terms name Gemscool; treat as legacy until current-app evidence is found. Do not fetch.
Payment / ID / games-vouchers / pubg-pc	PUBG PC	pubg-pc	Games & Vouchers	Legacy game voucher	GoTagihan terms	GoPay app	https://www.pubg.com	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Static terms include PUBG PC redemption instructions; verify current GoPay Games exposure before import.
Payment / ID / zakat-donations / baznas	Badan Amil Zakat Nasional (BAZNAS)	baznas	Zakat & Donations	Zakat; donation	GoTagihan; GoPay app	GoPay app	https://baznas.go.id	https://gopay.co.id/blog/gopay-kembali-raih-penghargaan-dari-baznas-ri	current-official-article	2026-08-14	confirmed-current	fetch-provider-mark	Current official GoPay article says the Zakat/Donations feature remains accessible and names BAZNAS; static terms also list it.
Payment / ID / zakat-donations / baitul-maal-hidayatullah	Baitul Maal Hidayatullah	baitul-maal-hidayatullah	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://bmh.or.id	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / dompet-dhuafa	Dompet Dhuafa	dompet-dhuafa	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://www.dompetdhuafa.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / global-zakat-act	Global Zakat ACT	global-zakat-act	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	-	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	legacy	exclude	Static terms name Global Zakat ACT; treat as legacy until current-app evidence and organisation status are confirmed. Do not fetch.
Payment / ID / zakat-donations / griya-yatim-dhuafa	Griya Yatim dan Dhuafa	griya-yatim-dhuafa	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://www.gytd.or.id	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / lazismu	LAZISMU	lazismu	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://lazismu.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / lazisnu	LAZISNU	lazisnu	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://lazisnu.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / rumah-yatim	Rumah Yatim	rumah-yatim	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://rumah-yatim.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / rumah-zakat	Rumah Zakat	rumah-zakat	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://www.rumahzakat.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / ydsf	Yayasan Dana Sosial Al Falah (YDSF)	ydsf	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://ydsf.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / laz-al-azhar	LAZ Al Azhar	laz-al-azhar	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://lazalazhar.com	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / inisiatif-zakat-indonesia	Inisiatif Zakat Indonesia	inisiatif-zakat-indonesia	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://izi.or.id	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / nh-zakat-kita	NH Zakat Kita	nh-zakat-kita	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://nhzakatkita.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Payment / ID / zakat-donations / laznas-yatim-mandiri	Laznas Yatim Mandiri	laznas-yatim-mandiri	Zakat & Donations	Zakat; donation	GoTagihan terms	GoPay app	https://yatimmandiri.org	https://www.gojek.com/id-id/terms-and-conditions/gobills	current-terms	2026-08-14	terms-only-review	review-source	Named in static GoTagihan terms and official GoPay zakat material; verify current in-app provider.
Merchant / ID / minimarket / alfamart	Alfamart	alfamart	Merchant & Retail	Convenience store	GoPay promo	GoPay app; QRIS merchant payment	https://alfamart.co.id	https://gopay.co.id/promo/alfamidi	current-promo	2026-08-14	confirmed-current	fetch-provider-mark	Named GoPay merchant payment surface retained from the existing merchant master row; current GoPay merchant promotions are dated and do not define the full QRIS universe.
Merchant / ID / minimarket / alfamidi	Alfamidi	alfamidi	Merchant & Retail	Convenience store	GoPay promo	GoPay app; QRIS merchant payment	https://www.alfamidiku.com	https://gopay.co.id/promo/alfamidi	current-promo	2026-08-14	confirmed-current	fetch-provider-mark	Current GoPay Alfamidi promotion names the retail surface; use the official transparent wordmark, not the Alfamidi app tile.
Merchant / ID / minimarket / indomaret	Indomaret	indomaret	Merchant & Retail	Convenience store	GoPay promo	GoPay app; QRIS merchant payment	https://www.indomaret.co.id	https://gopay.co.id/promo/alfamidi	current-promo	2026-08-14	confirmed-current	fetch-provider-mark	Named in the current GoPay Alfamidi promotion's related merchant promotions; this is a dated named-surface record, not a complete QRIS directory.
Merchant / ID / ecommerce / alfagift	Alfagift	alfagift	Merchant & Retail	Grocery commerce	GoPay promo	GoPay app; QRIS/merchant-linked payment	https://alfagift.id	https://gopay.co.id/promo/alfamidi	current-promo	2026-08-14	confirmed-current	fetch-provider-mark	Named in the current GoPay Alfamidi promotion's related merchant promotions; use the official Alfagift site mark, not the app tile.
Merchant / ID / ecommerce / klik-indomaret	Klik Indomaret	klik-indomaret	Merchant & Retail	Grocery commerce	GoPay promo	GoPay app; QRIS/merchant-linked payment	https://www.klikindomaret.com	https://gopay.co.id/promo/alfamidi	current-promo	2026-08-14	confirmed-current	fetch-provider-mark	Named in the current GoPay Alfamidi promotion's related merchant promotions; use the official Indomaret-published Klik Indomaret mark.
Merchant / ID / ecommerce / tokopedia	Tokopedia	tokopedia	Merchant & Retail	Marketplace	GoPay promo	GoPay app; merchant-linked payment	https://www.tokopedia.com	https://gopay.co.id/promo/alfamidi	current-promo	2026-08-14	confirmed-current	fetch-provider-mark	Named in the current GoPay Alfamidi promotion's related merchant promotions; existing merchant master row retained.
-	QRIS merchant universe	qris-merchant-universe	Excluded boundary	Out of scope	QRIS; GoPay	Not in this library scope	-	https://gopay.co.id/bayar	current-product-page	2026-08-14	excluded	exclude	The open-ended QRIS merchant universe is explicitly excluded from this catalogue/library scope.
-	Generic Gojek service logos	generic-gojek-services	Excluded boundary	Out of scope	Gojek services	Not in this library scope	-	https://www.gojek.com/id-id/help/gotagihan/apa-itu-gotagihan	current-help	2026-08-14	excluded	exclude	Generic Gojek service marks are not biller/provider logos and are explicitly excluded.
-	JD.ID	jd-id	Excluded boundary	Legacy direct integration	Direct GoPay integration	Legacy/discontinued	https://www.jd.id	https://www.gojek.com/id-id/help/gopay	current-help-index	2026-08-14	legacy	exclude	Historical help index content is not enough to include a discontinued marketplace; excluded from this GoTagihan/digital-products library.
